Job Name,Company,Location,Avg Salary,Pay Type,Pay Min,Pay Max,Mentions python,Mentions tableau
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
SAS Visual Analytics Programmer,IntegrateUs Services,"austin, tx",89950,hourly,50.0,60.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics Programmer,IntegrateUs Services,"austin, tx",89950,hourly,50.0,60.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
SAS Visual Analytics Programmer,IntegrateUs Services,"austin, tx",89950,hourly,50.0,60.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
SAS Visual Analytics Programmer,IntegrateUs Services,"austin, tx",89950,hourly,50.0,60.0,0,0
Business Analyst,Open Lending,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
SAS Visual Analytics (VA) Programmer and Report Developer,Dutech,"austin, tx",89950,hourly,50.0,58.0,0,0
Global Planning Business Analyst - Service and Spares-Remote,Varian Medical Systems,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
CRM Business Analyst (IT Business Analyst IV),Texas Comptroller of Public Accounts,"austin, tx",89950,monthly,5785.0,8783.0,0,0
CRM Business Analyst (IT Business Analyst IV),TEXAS EDUCATION AGENCY,"austin, tx",89950,monthly,5785.0,8783.0,0,0
Sr Tolls Business Analyst,Atkins,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Board Certified Behavior Analyst (BCBA),Little Land,"austin, tx",34817,unlisted,-1.0,-1.0,0,0
Guidewire Business Analyst – Rating,Accenture,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Sr. Business Analyst,Planned Systems International,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Senior Power BI Consultant - Remote,KiZAN Technologies,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
Data Analyst Mid-Level - Remote,Progressive,"austin, tx",-1,yearly,56300.0,75100.0,1,1
"Business Analyst, Contact Center Technologies",LoanCare,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Senior Business Analyst,CWT,"austin, tx",-1,unlisted,-1.0,-1.0,0,0
Data Operations Analyst,ENEL,"austin, tx",-1,unlisted,-1.0,-1.0,1,0
Business Analyst,Genpact,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
"Senior Business Analyst (Austin, TX)",Love's Travel Stops & Country Stores,"austin, tx",89950,unlisted,-1.0,-1.0,0,0
